Thioclava_annotated_DMKJLJHC_02499	TARA_ASW_k99_4454499	TARA_ASW_k99_9192533	TARA_ASW_k99_411725	TARA_ASW_k99_10154331	TARA_ASW_k99_2986222	TARA_ASW_k99_10068449	TARA_ASW_k99_2060789	TARA_ASW_k99_103467	TARA_ASW_k99_9796641	TARA_ASW_k99_2513479	TARA_ASW_k99_10312647	TARA_ASW_k99_6963406	TARA_ASW_k99_7190901	TARA_ASW_k99_2383669	TARA_ASW_k99_9296755	TARA_ASW_k99_4264420	TARA_ASW_k99_3186807	TARA_ASW_k99_4989702	TARA_ASW_k99_5684131	TARA_ASW_k99_10453564	TARA_ASW_k99_8760523	TARA_ASW_k99_5109847	TARA_ASW_k99_9088351	TARA_ASW_k99_6736540	TARA_ASW_k99_4940598	TARA_ASW_k99_2390333	TARA_ASW_k99_9316802	TARA_ASW_k99_5454520	TARA_ASW_k99_4775288	TARA_ASW_k99_3396045	TARA_ASW_k99_9142405	TARA_ASW_k99_411402	TARA_ASW_k99_5262852	TARA_ASW_k99_4998213	TARA_ASW_k99_2405009	TARA_ASW_k99_4293846	TARA_ASW_k99_6583540	TARA_ASW_k99_2645571	TARA_ASW_k99_9053905	TARA_ASW_k99_6735036	TARA_ASW_k99_5926536	TARA_ASW_k99_10090186	TARA_ASW_k99_7861360	TARA_ASW_k99_4540293	TARA_ASW_k99_4225048	TARA_ASW_k99_4003504	TARA_ASW_k99_7971633	TARA_ASW_k99_3941783	TARA_ASW_k99_4025405	TARA_ASW_k99_5476464	TARA_ASW_k99_7295501	TARA_ASW_k99_9336077	TARA_ASW_k99_2101175	TARA_ASW_k99_2164183	TARA_ASW_k99_5579006	TARA_ASW_k99_10308988	TARA_ASW_k99_7242165	TARA_ASW_k99_6601054	TARA_ASW_k99_4580467	TARA_ASW_k99_6134326	TARA_ASW_k99_7018167	TARA_ASW_k99_9119966	TARA_ASW_k99_3479047	TARA_ASW_k99_1814187	TARA_ASW_k99_123495	TARA_ASW_k99_4044366	TARA_ASW_k99_5735937	TARA_ASW_k99_4482658	TARA_ASW_k99_9728845	TARA_ASW_k99_9885267	TARA_ASW_k99_1766665	TARA_ASW_k99_3071300	TARA_ASW_k99_8036803	TARA_ASW_k99_3102591	TARA_ASW_k99_8776698	TARA_ASW_k99_1951455	TARA_ASW_k99_839476	TARA_ASW_k99_9195229	TARA_ASW_k99_9157532
Thioclava_annotated_DMKJLJHC_03522	TARA_ASW_k99_8515100	TARA_ASW_k99_10220572	TARA_ASW_k99_3291497	TARA_ASW_k99_5551388	TARA_ASW_k99_5879669	TARA_ASW_k99_5624834	TARA_ASW_k99_5702485	TARA_ASW_k99_3479919	TARA_ASW_k99_8732984	TARA_ASW_k99_1691036	TARA_ASW_k99_5565152	TARA_ASW_k99_6613330	TARA_ASW_k99_7447099	TARA_ASW_k99_8374831	TARA_ASW_k99_3853214	TARA_ASW_k99_7837413	TARA_ASW_k99_9604571	TARA_ASW_k99_3209035	TARA_ASW_k99_1785718	TARA_ASW_k99_9914714	TARA_ASW_k99_8101524	TARA_ASW_k99_6139971	TARA_ASW_k99_174040	TARA_ASW_k99_7865978
Thioclava_annotated_DMKJLJHC_06935	TARA_ASW_k99_6620224	TARA_ASW_k99_351373	TARA_ASW_k99_6782431	TARA_ASW_k99_7208802	TARA_ASW_k99_6504642	TARA_ASW_k99_3456937	TARA_ASW_k99_926065	TARA_ASW_k99_224463
Thioclava_annotated_DMKJLJHC_01253	TARA_ASW_k99_6620224	TARA_ASW_k99_351373	TARA_ASW_k99_6782431	TARA_ASW_k99_7208802	TARA_ASW_k99_6504642	TARA_ASW_k99_3456937	TARA_ASW_k99_926065	TARA_ASW_k99_224463
Thioclava_annotated_DMKJLJHC_06936	TARA_ASW_k99_6620224	TARA_ASW_k99_351373	TARA_ASW_k99_6782431	TARA_ASW_k99_7208802	TARA_ASW_k99_6504642	TARA_ASW_k99_3456937	TARA_ASW_k99_926065	TARA_ASW_k99_224463
Thioclava_annotated_DMKJLJHC_01252	TARA_ASW_k99_6620224	TARA_ASW_k99_351373	TARA_ASW_k99_6782431	TARA_ASW_k99_7208802	TARA_ASW_k99_6504642	TARA_ASW_k99_3456937	TARA_ASW_k99_926065	TARA_ASW_k99_224463
Thioclava_annotated_DMKJLJHC_06504	TARA_ASW_k99_4680081	TARA_ASW_k99_4115463	TARA_ASW_k99_2338816	TARA_ASW_k99_344482	TARA_ASW_k99_5410219	TARA_ASW_k99_1924180
Thioclava_annotated_DMKJLJHC_06559	TARA_ASW_k99_414222	TARA_ASW_k99_7628933
Thioclava_annotated_DMKJLJHC_00465	TARA_ASW_k99_414222	TARA_ASW_k99_7628933
Thioclava_annotated_DMKJLJHC_00466	TARA_ASW_k99_414222	TARA_ASW_k99_7628933
Thioclava_annotated_DMKJLJHC_01244	TARA_ASW_k99_9098299	TARA_ASW_k99_10266655	TARA_ASW_k99_4066257	TARA_ASW_k99_8733552	TARA_ASW_k99_8752881	TARA_ASW_k99_8056532	TARA_ASW_k99_7162649	TARA_ASW_k99_9118835	TARA_ASW_k99_3692767	TARA_ASW_k99_793491	TARA_ASW_k99_4080166	TARA_ASW_k99_7660556
Thioclava_annotated_DMKJLJHC_03874	TARA_ASW_k99_3235785	TARA_ASW_k99_910607	TARA_ASW_k99_1345296	TARA_ASW_k99_5619549	TARA_ASW_k99_8515100	TARA_ASW_k99_9611073	TARA_ASW_k99_8374831	TARA_ASW_k99_4458726	TARA_ASW_k99_5703190	TARA_ASW_k99_7837413	TARA_ASW_k99_8760523	TARA_ASW_k99_9604571	TARA_ASW_k99_6139971	TARA_ASW_k99_1113086	TARA_ASW_k99_3479919	TARA_ASW_k99_1336371	TARA_ASW_k99_4725518	TARA_ASW_k99_7865978
Thioclava_annotated_DMKJLJHC_02724	TARA_ASW_k99_1370605
Thioclava_annotated_DMKJLJHC_05066	TARA_ASW_k99_2066892
Thioclava_annotated_DMKJLJHC_00923	TARA_ASW_k99_3490698	TARA_ASW_k99_4059376	TARA_ASW_k99_2559516
Thioclava_annotated_DMKJLJHC_00912	TARA_ASW_k99_6616718	TARA_ASW_k99_7770602	TARA_ASW_k99_3540971
Thioclava_annotated_DMKJLJHC_03114	TARA_ASW_k99_6017656	TARA_ASW_k99_3581087
Thioclava_annotated_DMKJLJHC_03876	TARA_ASW_k99_3739394
Thioclava_annotated_DMKJLJHC_03524	TARA_ASW_k99_7298758	TARA_ASW_k99_7137848	TARA_ASW_k99_4243043	TARA_ASW_k99_7369005	TARA_ASW_k99_4163954	TARA_ASW_k99_6941852
Thioclava_annotated_DMKJLJHC_03872	TARA_ASW_k99_7298758	TARA_ASW_k99_7137848	TARA_ASW_k99_4243043	TARA_ASW_k99_7369005	TARA_ASW_k99_4163954	TARA_ASW_k99_6941852
Thioclava_annotated_DMKJLJHC_04775	TARA_ASW_k99_5458371
Thioclava_annotated_DMKJLJHC_02078	TARA_ASW_k99_5935230	TARA_ASW_k99_5692847
Thioclava_annotated_DMKJLJHC_03776	TARA_ASW_k99_5703244
Thioclava_annotated_DMKJLJHC_02669	TARA_ASW_k99_6123889
Thioclava_annotated_DMKJLJHC_03281	TARA_ASW_k99_6736511
Thioclava_annotated_DMKJLJHC_00066	TARA_ASW_k99_6796064
Thioclava_annotated_DMKJLJHC_01776	TARA_ASW_k99_6815126	TARA_ASW_k99_10072886
Thioclava_annotated_DMKJLJHC_07556	TARA_ASW_k99_7705145
Thioclava_annotated_DMKJLJHC_06671	TARA_ASW_k99_9970024
Thioclava_annotated_DMKJLJHC_06476	TARA_ASW_k99_10013937
Thioclava_annotated_DMKJLJHC_00347	TARA_ASW_k99_10329244
