.wavelength,Control,Control,Control,Control,Control,Control,Control,Control,Control,Thioclava,Thioclava,Thioclava,Thioclava,Thioclava,Thioclava,Thioclava,Thioclava,Thioclava,Bacillus,Bacillus,Bacillus,Bacillus,Bacillus,Bacillus,Bacillus,Bacillus,Bacillus,Community,Community,Community,Community,Community,Community,Community,Community,Community
650,1.10016111136037,1.03323096665558,1.16933614701028,1.2459571865820702,1.00211472388366,1.0569263807167901,0.9942175653342171,1.06704717069036,1.03858618463245,1.14350382783667,1.3453998740168203,1.09267526072056,1.12634453946385,1.14999438834763,1.3801035941459001,1.3050788771784698,1.30075411767333,1.2971542277738501,0.74742520266607,1.14445394327057,0.8487036987862041,0.74742520266607,1.14445394327057,0.8487036987862041,0.74742520266607,1.14445394327057,0.8487036987862041,1.48939905411393,1.43788354773621,1.09070755777841,0.9983936344167501,1.20824721353314,1.2047633297591398,1.0702459036776701,1.22072634703257,1.06151896757639
651,1.12150614661919,1.05289753543269,1.17917918398813,1.25645796306901,1.01646978823312,1.06355662900036,1.00190542659752,1.08717724452385,1.06071023413841,1.1589598340626102,1.37482452324817,1.1075974372182,1.1339733629911202,1.1728580779098001,1.3902931701969299,1.32798425535171,1.31338133525434,1.3135556634061398,0.7556084430810981,1.1559182716766698,0.8537781714755172,0.7556084430810981,1.1559182716766698,0.8537781714755172,0.7556084430810981,1.1559182716766698,0.8537781714755172,1.50431650902897,1.4454744940898,1.10486196981052,1.0085028087024,1.21632701479252,1.21689021559501,1.0919032102005601,1.2307398787944999,1.08102768152588
652,1.1414811829700702,1.07179370239411,1.18944288060312,1.2667660507161103,1.03004225284491,1.0709927781586,1.01011687453839,1.1065252948782,1.0812430843135301,1.1746794216518102,1.4023945429939602,1.12220156629413,1.14206306884956,1.19501947299717,1.4003564450456298,1.34916625190526,1.32592758621638,1.3294051224781,0.764258883207639,1.16753513775038,0.860384697632003,0.764258883207639,1.16753513775038,0.860384697632003,0.764258883207639,1.16753513775038,0.860384697632003,1.5175431121862302,1.4530432523495098,1.11813118505918,1.0185393830310798,1.22468056051163,1.22881811746273,1.11254685802726,1.2415094442193402,1.0988612164583
653,1.16018351521803,1.08990813324075,1.20013976546532,1.27694792897772,1.0429008272979399,1.07924235796771,1.0188076445771401,1.12511371893532,1.1002490699160001,1.19062099027054,1.42815670151768,1.13652567111993,1.15062714687385,1.21643894386447,1.41039492161792,1.3686248928656102,1.3384463576941699,1.34468840504296,0.7732883267294342,1.1791339372062801,0.8683954677608241,0.7732883267294342,1.1791339372062801,0.8683954677608241,0.7732883267294342,1.1791339372062801,0.8683954677608241,1.52925548308746,1.4606618619872098,1.13059208004933,1.02853128517799,1.23330315790987,1.24055269964666,1.13224778594634,1.2530213109924901,1.11512704396121
654,1.17769355118872,1.1072243088904798,1.2112633330551599,1.28706644694225,1.05509498270214,1.08829246755219,1.02790915636362,1.14295396040695,1.11778915854544,1.2067572662563,1.4522075791203302,1.1505996894262198,1.15968374083329,1.2370971109630902,1.4205169520063001,1.3863957786535201,1.3509861794290001,1.3594028986141398,0.782673066390881,1.19062202525901,0.877720852944452,0.782673066390881,1.19062202525901,0.877720852944452,0.782673066390881,1.19062202525901,0.877720852944452,1.53962450783086,1.46841270428732,1.1423179669314398,1.03852667529606,1.2422037582758998,1.25211576496629,1.15109438105595,1.26526800948698,1.12995295962735
655,1.19407673455175,1.1237257312754299,1.22279583280384,1.29717698183993,1.06665926022561,1.09811545747327,1.03733805440408,1.16004748138418,1.13392155223934,1.2230741814208002,1.47468151074321,1.16444343231272,1.16925402732991,1.2569935406638701,1.43083214286185,1.40254373087708,1.3635870228530702,1.37355793995742,0.7924520572196669,1.201981206886,0.8883143120942779,0.7924520572196669,1.201981206886,0.8883143120942779,0.7924520572196669,1.201981206886,0.8883143120942779,1.54881193925366,1.47638208667238,1.15337957367794,1.04859259476978,1.25140303154091,1.26354377693056,1.16918084605697,1.27824385497717,1.14347937330757
656,1.2093730540918,1.13940163793261,1.23471495172722,1.30730772194332,1.07760902300871,1.10866927157136,1.04700862102653,1.17637691633932,1.14869327174624,1.2395718738197299,1.4957320816178,1.17805116389543,1.17935737750271,1.27614770516503,1.4414305276950299,1.41715155203824,1.3762616705757702,1.3871738807117098,0.8027480296140941,1.21329838320804,0.900220334227148,0.8027480296140941,1.21329838320804,0.900220334227148,0.8027480296140941,1.21329838320804,0.900220334227148,1.5569432444865001,1.4846415147399,1.16383908968025,1.05881551877673,1.26093196718293,1.27488592606755,1.18657595940239,1.29193350924185,1.15583834552719
657,1.22359661761036,1.1542541100708998,1.24700080785422,1.31745950816845,1.08794258118101,1.1199065070088798,1.0568439503423002,1.19191167898745,1.16213874801842,1.25626885975543,1.5155228355997,1.1913953164554598,1.1900107830066002,1.2946015401006599,1.45237940038769,1.43032096452131,1.3889996698501204,1.40028865571025,0.813758879822902,1.22475340715347,0.913552699842463,0.813758879822902,1.22475340715347,0.913552699842463,0.813758879822902,1.22475340715347,0.913552699842463,1.56410271248237,1.4932416344817099,1.17374674773962,1.06929586129264,1.27082956415239,1.28620319251162,1.2033176214195902,1.30631334110594,1.16714348338405
658,1.23673115635244,1.1683212631555902,1.2596603197145502,1.3275974245733402,1.0976466216549199,1.13180466991668,1.06681583994838,1.20662268894124,1.17426832867654,1.27321418253268,1.53418405360547,1.20443371420888,1.20122394731079,1.31242256920133,1.46370704194052,1.4421662117214298,1.4017774374679801,1.41297776598503,0.825719705063177,1.23656900066729,0.9284223054908142,0.825719705063177,1.23656900066729,0.9284223054908142,0.825719705063177,1.23656900066729,0.9284223054908142,1.5703075827239799,1.5021831152918703,1.18312496932234,1.0801245632165999,1.2811302717104598,1.29756007695631,1.21938113253863,1.32134928403622,1.17744486197449
659,1.24871273265786,1.1816721803271002,1.27272739766577,1.3376418010566398,1.1066848191059,1.14437837080147,1.07697042281545,1.22048818792361,1.18504615067538,1.2904825995703701,1.5517565500746102,1.21711194932023,1.2129901816808701,1.3296906824222,1.4753631054543301,1.4527764875114,1.4145451959310502,1.4253324538384597,0.838856352121175,1.2489827202641801,0.9449294514121149,0.838856352121175,1.2489827202641801,0.9449294514121149,0.838856352121175,1.2489827202641801,0.9449294514121149,1.57545929405868,1.5113926552983998,1.19194231889525,1.09135157250066,1.2918532995429801,1.30900598069477,1.23465962125805,1.3370072576718401,1.18668267942628
660,1.2593893873433502,1.1943862456127199,1.28626327300235,1.34745037458745,1.1149709610240701,1.1577203957645201,1.08750137632462,1.23351650022406,1.1943244361744398,1.3081519219458,1.56801434839859,1.22937944008622,1.2252584791236298,1.3464444869176497,1.48711051587425,1.46209171333736,1.42719975439524,1.4373873019423602,0.85320239329253,1.26210545129526,0.9630931072134019,0.85320239329253,1.26210545129526,0.9630931072134019,0.85320239329253,1.26210545129526,0.9630931072134019,1.57921484255418,1.52065565168185,1.2000382275221,1.1028822301281498,1.30296302504751,1.3205118687183899,1.24891270705464,1.3532841184026798,1.19455112977396
661,1.26840600928055,1.2064477913073899,1.30030602751355,1.3566952343886798,1.12227890038942,1.1720160684751002,1.0988137707936099,1.24569556000454,1.20162738555247,1.32621716012461,1.58206488565917,1.24114925444899,1.2378639544561298,1.3624875027219299,1.4983377966826998,1.46953683583541,1.43952865470368,1.4489396690601102,0.868115258034967,1.27549266744972,0.982783381296068,0.868115258034967,1.27549266744972,0.982783381296068,0.868115258034967,1.27549266744972,0.982783381296068,1.5806785305949398,1.52943689498162,1.20694811056589,1.11423018325974,1.31423930800101,1.33177776126273,1.26156309603526,1.3701860262413001,1.20017160276003
662,1.2756652117371798,1.2175325760628501,1.31495258088354,1.3651817261160402,1.12859520179952,1.18777988697924,1.1115558360947,1.25719729586417,1.2062238705635702,1.3441515660303602,1.59169320546998,1.25261824086884,1.25049981853015,1.37677656081487,1.50830181349621,1.47324848290627,1.45151682234205,1.4590908976210701,0.8805317889079329,1.28598061793414,1.00255024067425,0.8805317889079329,1.28598061793414,1.00255024067425,0.8805317889079329,1.28598061793414,1.00255024067425,1.5789502704887801,1.5370236397068102,1.21206565338591,1.12410618185296,1.32499942712397,1.34186716667722,1.27185680801503,1.38774712750427,1.20208609748649
663,1.28549908114773,1.22751347985731,1.33076055949817,1.3766358366249698,1.1366318251993799,1.20628712385946,1.1227747249442,1.26929758106906,1.21138072981324,1.3610091338986101,1.60301714825447,1.2664392194993002,1.26513076192793,1.38914175690382,1.52388752408617,1.4752888987960402,1.4657325164038402,1.46781618851532,0.8929330429607141,1.2897974582874399,1.01946081808357,0.8929330429607141,1.2897974582874399,1.01946081808357,0.8929330429607141,1.2897974582874399,1.01946081808357,1.5833054789795802,1.5485501404222,1.21979981004001,1.13646434113439,1.3364212282307701,1.3530687062145201,1.2856642785609198,1.40753494849013,1.2073148964498899
664,1.2977533839586002,1.2383664961523602,1.34916377729779,1.3917825150385499,1.14712265060068,1.22716444086332,1.1345957349675202,1.2827699382794098,1.22017098064148,1.3780391146858502,1.61606077697555,1.28256140887516,1.28179113319134,1.4028484718374,1.54361079107188,1.47943550815309,1.4824965534079,1.4780124517065099,0.9102736826245992,1.2947489308388502,1.03530390874694,0.9102736826245992,1.2947489308388502,1.03530390874694,0.9102736826245992,1.2947489308388502,1.03530390874694,1.59307118598708,1.56399481935666,1.2305706487860602,1.15178000247083,1.3494364334342501,1.36637760722627,1.3037663924215102,1.42984000226221,1.21651154596751
665,1.31239620438,1.25055783546338,1.37042758212697,1.4105529630428701,1.16025739788046,1.24926682770656,1.14669668170305,1.2971288368354499,1.23394211984329,1.3959982642048,1.63227827897589,1.29987359091704,1.3002293682412,1.4192449923426598,1.56733768185423,1.4882111903292399,1.50176730460058,1.49143180160456,0.9354203301078091,1.30533038226831,1.0511646717341099,0.9354203301078091,1.30533038226831,1.0511646717341099,0.9354203301078091,1.30533038226831,1.0511646717341099,1.6088900518330203,1.58352438335769,1.2449227562249798,1.17110537720501,1.3646221627392199,1.38254821297376,1.32563695825883,1.45341505792705,1.2309850290156499
666,1.32696258053178,1.26173877012106,1.3916073261743998,1.43018106455354,1.17366610721174,1.2699493352233502,1.1577711391078702,1.31033467488077,1.2482922229696298,1.41420948316224,1.6492788182925902,1.31606412651364,1.3189354549538401,1.43544944400648,1.59195403033023,1.4976177170214298,1.52155342608165,1.5053102818092798,0.9604914362559681,1.3180605534140402,1.06899158491259,0.9604914362559681,1.3180605534140402,1.06899158491259,0.9604914362559681,1.3180605534140402,1.06899158491259,1.6261629634705201,1.6045796799538503,1.25995593590319,1.19114838193918,1.3808353485268403,1.3988720248845499,1.34716577410042,1.47594538525583,1.2469565051837
667,1.3443083658927601,1.27649029207373,1.41752269824917,1.45342224139222,1.1911940504651002,1.2919694257766499,1.1716778399340901,1.32519940273405,1.2689369301396298,1.4350244502361797,1.6689912850246102,1.33210475898552,1.33813254963343,1.45582058650718,1.61872076406097,1.51410134717668,1.54368193202346,1.52525683333304,0.9905435938100869,1.33803827826749,1.08411366287504,0.9905435938100869,1.33803827826749,1.08411366287504,0.9905435938100869,1.33803827826749,1.08411366287504,1.6503608202611002,1.6285650738481,1.27897606426422,1.21450947585267,1.4000791302566902,1.4183869558506497,1.3684736355470402,1.49654012050379,1.26767970678269
668,1.36176494401752,1.2910667222093701,1.4425878652673603,1.4762768267238,1.2087413032816001,1.31283664076727,1.1840766865389298,1.33893177139102,1.28799870557654,1.4561503791815302,1.6919105391065001,1.3474333477717098,1.3580033317194098,1.47545251876605,1.6471907919076498,1.5307801228577098,1.5653677634557097,1.5449707402761998,1.02050935864484,1.3583016015853402,1.1023701292832702,1.02050935864484,1.3583016015853402,1.1023701292832702,1.02050935864484,1.3583016015853402,1.1023701292832702,1.6761397831155902,1.6533928785634397,1.29862985330788,1.2391213389485,1.42030819324233,1.4384854463801797,1.3889842903626899,1.51583814613886,1.28940172731673
