.wavelength,Control,Control,Control,Control,Control,Control,Control,Control,Control,Thioclava,Thioclava,Thioclava,Thioclava,Thioclava,Thioclava,Thioclava,Thioclava,Thioclava,Bacillus,Bacillus,Bacillus,Bacillus,Bacillus,Bacillus,Bacillus,Bacillus,Bacillus,Community,Community,Community,Community,Community,Community,Community,Community,Community
650,2.099856991663,1.58318171723779,1.6293718331618,1.39138887779672,1.5287633826019698,2.21692646284193,1.65189272980755,1.24330754285333,1.39019768418735,1.5569108810852301,1.79677673259422,1.7067251902329499,1.75523801100092,1.78397862544671,1.32564343570892,1.67262609600575,1.33155373629502,1.18693712272378,1.3429878776767001,1.4885059121756297,1.4885059121756297,1.47288744750945,1.82797234863102,1.3116011382836001,1.71310098424207,1.61770729647904,1.6441049929648999,1.48604876410262,1.5810854116951498,1.72357806562053,1.4747240568311497,1.29397264564003,1.38251544195209,1.74761452456471,2.05380011677546,1.4697690357998299
651,2.1177896365826,1.59826382939252,1.6481457893580902,1.40441688946365,1.54861222281014,2.24426746075773,1.65625619978445,1.27065315415665,1.40883455594208,1.5674439131563702,1.79860699174576,1.7149301544059399,1.7558610949192102,1.78662212364683,1.33436492197722,1.6884774708256298,1.3545161829346002,1.20287049457167,1.36692876237009,1.5264734393556898,1.5264734393556898,1.47662462674974,1.84548384730385,1.3482710464318701,1.73526605054062,1.6474645920323,1.6608635989612999,1.5151899356811598,1.59851940893752,1.7307967929247499,1.47807071777083,1.30830442932091,1.3993574951119598,1.7514495841271898,2.05797408709932,1.4875495832629198
652,2.13536022773368,1.61123005583051,1.66651690346396,1.4169623730361298,1.5674094517889101,2.2695773261882097,1.6608235085191398,1.29606809486628,1.42706556957953,1.57753753560507,1.80181031186183,1.7235560006799702,1.7582208433175,1.7901685697859198,1.34359890988474,1.70392628135182,1.37651806597258,1.21856913834919,1.38882835053866,1.56185784714239,1.56185784714239,1.48180001696518,1.8616846736243702,1.38192735349017,1.7563799474209898,1.6753182426455102,1.67655680324195,1.5423957838338,1.61483319013809,1.7376057126612199,1.4822783283702998,1.32298287533505,1.41519868065072,1.7559469988128,2.06236344324451,1.50536119433158
653,2.1526711163650902,1.6224809228966102,1.6845510165754398,1.4291420759358897,1.58531016937185,2.29289618796512,1.6656846832293999,1.31967744775009,1.44489686628168,1.5872642328055502,1.80638216835296,1.7326301595323799,1.76222969112885,1.79467345319286,1.35337469964937,1.71902804228351,1.39759805898483,1.23402993332595,1.40886224503005,1.59465467300223,1.59465467300223,1.48853981164204,1.8767895543400601,1.4127578858131697,1.7765212750241002,1.7014412815391102,1.69143544343626,1.56774492613953,1.63018230707544,1.7441600247025901,1.48744386148794,1.3380528587246299,1.4301897628071103,1.76127626651216,2.06698303527729,1.52326429019038
654,2.1698084330329297,1.6324471452853602,1.70232617291316,1.4410732082742599,1.60248367301746,2.3142905548573705,1.6709068714128101,1.3416275089003702,1.46231342473034,1.59670099802609,1.8123248281926,1.74217559474055,1.76779207854947,1.80023298981897,1.3637300721316798,1.7338746507098202,1.4178151222942201,1.24926642274112,1.4271982656012,1.62489037278278,1.62489037278278,1.4969434576021499,1.89101258552715,1.4409744970558,1.79577205510667,1.72602600526057,1.70575228283697,1.59132137135296,1.6447021083204298,1.75060245040176,1.4936496493029299,1.3535394764368103,1.44448201430736,1.76760063365334,2.07187416999697,1.54129066834472
655,2.18683606118465,1.64155059144559,1.7199232553061201,1.45286423271427,1.61909728884022,2.33384259587318,1.6765347507514798,1.3620717343968503,1.479283907949,1.60592480341876,1.81964659642483,1.75221266227258,1.77480950451871,1.80697317753261,1.3747058479071799,1.7485799344209,1.4372471105559599,1.26430694641796,1.4439875165923899,1.65262151166845,1.65262151166845,1.50708452628763,1.9045606030941102,1.46679277223583,1.81422034240517,1.7492688609155198,1.71974907646445,1.61321142979573,1.65850614955429,1.75706406975482,1.50096526150967,1.36945191565765,1.45821961109494,1.7750636190626201,2.07710120383815,1.5594489449554598
656,2.20376510819146,1.6501023354342,1.7374079451017401,1.46458602256267,1.6352742467979602,2.3516256473785697,1.68257883907478,1.38114025037781,1.49575786615556,1.61499974220326,1.82836072148157,1.7627632080733002,1.78319240275341,1.81503440681691,1.3863318633586001,1.7632548359419298,1.45598929717638,1.27919354082574,1.4593239042885802,1.67793954043453,1.67793954043453,1.5189977836710102,1.9176041527626202,1.49037632929529,1.8319639158540402,1.7713304957858798,1.73360862747437,1.63348863919821,1.6716645127904999,1.7636493082771,1.5094431195653502,1.38578137523501,1.4715112620446398,1.78374669577658,2.08275190703135,1.5777224962718701
657,2.2205565645129104,1.6582598170871499,1.7548184336302302,1.47626196033618,1.65107800879487,2.36769909275097,1.68901230977384,1.39892229840353,1.5116760290663303,1.6239674079485602,1.8384834160156,1.7738420015473797,1.7928683935942098,1.8245588879111498,1.3986233822599798,1.77799329155265,1.47414936911787,1.29398020713606,1.47324079911405,1.70097085031807,1.70097085031807,1.53267721788052,1.9302630872392401,1.51182388345856,1.8491012891502698,1.7923192310383502,1.7474412587955002,1.65221116516934,1.68419786040844,1.7704319989214399,1.5191125583590501,1.40250411049658,1.4844197278153,1.7936545157561001,2.0889289501067,1.5960733397327098
658,2.23712690399535,1.6658526441181298,1.77211889223484,1.48782595789884,1.66644732432883,2.38207824165283,1.6957589938982298,1.4153973130879598,1.52700459388127,1.63280749471295,1.8500216876528899,1.78542378654338,1.80381083142526,1.83563889507201,1.41156152132781,1.79281220478981,1.4918246507706299,1.30872246641902,1.48569096553783,1.7218749030198701,1.7218749030198701,1.54807298658368,1.94255015229849,1.53110991616914,1.86569846686621,1.8122227404751798,1.76122803759893,1.66940570777302,1.69605243538206,1.77743861326382,1.52995975820979,1.41959272946648,1.49691709779484,1.80465427439329,2.0957157839922,1.6144578112372199
659,2.25333622071144,1.67229123279327,1.7891775078591698,1.49910110472247,1.68115751841059,2.3947055220554905,1.70269019899336,1.43039286579499,1.54174348816112,1.64141721715674,1.86297749893191,1.79744226845776,1.8160702096821102,1.84826833725723,1.4250869877168402,1.80761638251609,1.50906317774716,1.32345875796694,1.49650825183786,1.7407933282547,1.7407933282547,1.56507087113051,1.95430487637454,1.548021467926,1.88174141558528,1.83085155045317,1.7747519212119298,1.68502789566479,1.7070670583036203,1.78459864771956,1.54190535387792,1.4370146231190402,1.5088484719236201,1.8164590715084898,2.10313978447015,1.6328237026882197
660,2.2689772717150296,1.67634383739566,1.8057068439145703,1.5097513921516899,1.6947245006120601,2.40536190807546,1.7096304420379698,1.4434695548656002,1.55595586156923,1.64955250648325,1.87735473330183,1.8097818862160802,1.8298581455828,1.86219177500424,1.4390831732449498,1.8220916050433897,1.5257378563458899,1.33814571660998,1.50532035580621,1.75768146659967,1.75768146659967,1.5834541536563,1.96501536936373,1.5619923833735299,1.8969872990309098,1.84768664167615,1.7874228845890099,1.69884577749603,1.7168931456096599,1.79161002462435,1.55474690777246,1.45473559196576,1.51983941987261,1.82860628896122,2.11104844487711,1.65111346001463
661,2.28377524831349,1.67573650195719,1.82119004374731,1.51917307564585,1.70623215753124,2.41337638044021,1.71637488242935,1.4537177156125,1.56974727065253,1.6566800139859799,1.8930683627919298,1.8222159431441798,1.84561832798903,1.8766057761412,1.45329334415318,1.83546866004492,1.54125474710675,1.3524786772584598,1.5113602377757,1.77196883111688,1.77196883111688,1.60297769271043,1.9735259994547,1.5717919318444198,1.9107164399461898,1.86159788826028,1.7979873957856003,1.7102006860988799,1.72486187996908,1.7977042230705402,1.56811366802324,1.47274025779973,1.5291071581116202,1.84043909822385,2.11884397479721,1.66930960366348
