.wavelength	spc
650	1.79677006431479
651	1.80524729243509
652	1.81460977730018
653	1.82478360344458
654	1.83570812836468
655	1.84733356909533
656	1.85962023087588
657	1.8725435591888
658	1.88610734429419
659	1.90035492909652
660	1.915392339614
661	1.93135641517527
662	1.9479813814523
663	1.96232127338182
664	1.97764478016815
665	1.99466521786341
666	2.0122933940169
667	2.0328756835214
668	2.05212225487802
669	2.07768267851656
670	2.10195682839119
671	2.13258087183092
672	2.16433352798706
673	2.19540403855469
674	2.22735860445708
675	2.25404146163525
676	2.27846847379751
677	2.29968500850237
678	2.31965982022491
679	2.3393837671064
680	2.35958228535281
681	2.379789496769
682	2.39885137164016
683	2.41865123199202
684	2.43896967443148
685	2.46111207337923
686	2.48654195058231
687	2.51486587057193
688	2.5471282565116
689	2.58278523730059
690	2.62201763794354
691	2.66504712816383
692	2.71227914198924
693	2.7656252685771
694	2.82347470277364
695	2.88859932840362
696	2.9560333658514
697	3.02787150236687
698	3.10023356466568
699	3.17259967443711
700	3.24583442958222
701	3.3165901636978
702	3.38811751118255
703	3.45662106725202
704	3.52411571967557
705	3.58964234749624
706	3.65372297106685
707	3.71766635993062
708	3.7837111492683
709	3.85057539346842
710	3.92608186858323
711	4.00112438992185
712	4.09014928308443
713	4.17618693563408
714	4.27633190297401
715	4.37077856726801
716	4.4730009014139
717	4.5657327043672
718	4.65110259055829
719	4.71666134477797
720	4.75992653714582
721	4.76317281805508
722	4.74202390836108
723	4.65940542733806
724	4.56116195568822
725	4.39619088290619
726	4.21692521394798
727	3.99297180973476
728	3.74837854336734
729	3.48369872623863
730	3.20412254852293
731	2.91712595718092
732	2.62809172138057
733	2.33856793456809
734	2.05502992456704
735	1.77965851494049
736	1.51400734663908
737	1.26338320914657
738	1.03462916555799
739	0.819298961886909
740	0.643463510417763
741	0.481829196041202
742	0.363326998953254
743	0.265580750718373
744	0.202057299458579
745	0.161327109669474
746	0.1434880043365
747	0.141536785261617
748	0.154671060837001
749	0.172449138382958
750	0.200845639109868
751	0.226373141553154
752	0.259315896604887
753	0.288264389206552
754	0.321038226731656
755	0.351610094560316
756	0.383355745336489
757	0.413597991799296
758	0.443543786440842
759	0.472490338759877
760	0.500825322792119
761	0.529098912655573
762	0.557509605413425
763	0.586211502777497
764	0.61606651191886
765	0.645502688201539
766	0.676531789555984
767	0.706805199447
768	0.737725279477855
769	0.768578969193266
770	0.79902473738704
771	0.829595988783142
772	0.859505739327098
773	0.889059951683041
774	0.918230086329587
775	0.946872964362911
776	0.975240417092691
777	1.00359855317243
778	1.03225667068201
779	1.06175991950994
780	1.09252072814568
781	1.12574823097092
782	1.16011854015384
783	1.19956848420721
784	1.23952036570476
785	1.28500883490205
